UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
10731,M20730,M,304.5,313.8,1718,44.2,225,0,0,0,0,0,0
10732,M20731,M,301.9,313.0,1815,50.4,131,0,0,0,0,0,0
10733,H10732,H,299.7,306.5,1585,39.1,184,0,0,0,0,0,0
10734,L50733,L,302.5,311.6,1443,27.9,15,0,0,0,0,0,0
10735,L50734,L,299.9,307.9,1521,26.2,5,0,0,0,0,0,0
10736,L50735,L,300.5,310.0,1430,44.2,128,0,0,0,0,0,0
10737,L50736,L,298.1,311.0,1528,51.8,160,0,0,0,0,0,0
10738,L50737,L,295.9,306.3,1551,29.8,98,0,0,0,0,0,0
10739,L50738,L,301.8,312.8,1840,22.0,240,0,0,0,0,0,0
10740,M20739,M,298.0,309.8,1714,27.1,30,0,0,0,0,0,0
10741,L50740,L,302.9,310.3,1465,45.9,33,0,0,0,0,0,0
10742,L50741,L,300.1,309.1,1581,38.0,150,0,0,0,0,0,0
10743,L50742,L,302.4,313.8,1524,43.7,15,0,0,0,0,0,0
10744,L50743,L,298.2,307.7,1547,31.6,196,1,1,0,0,0,0
10745,L50744,L,300.4,311.4,1523,17.4,116,0,0,0,0,0,0
10746,L50745,L,302.7,312.5,1588,29.2,148,0,0,0,0,0,0
10747,M20746,M,300.5,309.6,1715,22.9,97,0,0,0,0,0,0
10748,M20747,M,300.0,313.0,1648,35.4,219,1,1,0,0,0,0
10749,M20748,M,295.3,305.7,1648,57.4,67,0,0,0,0,0,0
10750,L50749,L,298.8,309.5,1483,48.0,156,0,0,0,0,0,0
10751,L50750,L,300.2,311.6,1464,34.4,45,0,0,0,0,0,0
10752,M20751,M,303.0,311.4,1719,52.3,67,0,0,0,0,0,0
10753,M20752,M,301.8,311.2,1424,27.7,89,0,0,0,0,0,0
10754,M20753,M,297.6,305.7,1802,50.9,221,0,0,0,0,0,0
10755,L50754,L,299.2,309.8,1729,37.3,144,0,0,0,0,0,0
10756,L50755,L,300.8,309.4,1215,43.4,16,0,0,0,0,0,0
10757,H10756,H,300.9,312.4,1601,39.4,39,0,0,0,0,0,0
10758,M20757,M,297.6,305.9,1681,21.5,191,0,0,0,0,0,0
10759,L50758,L,300.0,309.8,1812,44.6,2,0,0,0,0,0,0
10760,M20759,M,301.5,309.6,1557,34.8,153,0,0,0,0,0,0
10761,L50760,L,302.3,311.3,1435,40.0,33,0,0,0,0,0,0
10762,L50761,L,299.6,308.8,1543,43.6,55,0,0,0,0,0,0
10763,L50762,L,295.9,306.6,1253,57.7,14,0,0,0,0,0,0
10764,L50763,L,300.4,309.8,1855,42.1,73,0,0,0,0,0,0
10765,H10764,H,300.0,309.0,1772,27.1,168,0,0,0,0,0,0
10766,M20765,M,300.8,312.0,1634,31.1,180,0,0,0,0,0,0
10767,L50766,L,301.9,310.6,1564,36.6,190,0,0,0,0,0,0
10768,H10767,H,296.9,306.9,1625,47.2,230,0,0,0,0,0,0
10769,L50768,L,301.0,311.9,1667,49.2,112,0,0,0,0,0,0
10770,M20769,M,301.3,313.8,1561,35.4,161,0,0,0,0,0,0
10771,L50770,L,298.8,306.5,1408,41.0,182,0,0,0,0,0,0
10772,L50771,L,300.2,306.8,1829,41.0,155,1,0,0,0,0,1
10773,L50772,L,300.9,308.9,1621,29.3,224,0,0,0,0,0,0
10774,L50773,L,303.4,311.6,1514,45.9,102,0,0,0,0,0,0
10775,L50774,L,301.3,310.0,1300,51.4,15,0,0,0,0,0,0
10776,H10775,H,297.1,306.2,1817,36.6,50,0,0,0,0,0,0
10777,M20776,M,295.3,305.7,1629,48.7,45,0,0,0,0,0,0
10778,M20777,M,302.3,311.8,1618,37.5,178,0,0,0,0,0,0
10779,M20778,M,301.2,310.8,1369,39.0,70,0,0,0,0,0,0
10780,H10779,H,295.3,306.3,1617,46.9,165,0,0,0,0,0,0
10781,L50780,L,297.0,307.1,1473,45.6,25,0,0,0,0,0,0
10782,M20781,M,301.8,311.0,1703,39.3,140,0,0,0,0,0,0
10783,L50782,L,299.7,311.0,1586,49.9,134,0,0,0,0,0,0
10784,L50783,L,302.1,310.0,1432,50.4,65,0,0,0,0,0,0
10785,L50784,L,295.3,305.7,1584,35.3,96,0,0,0,0,0,0
10786,L50785,L,300.5,309.4,1323,32.8,10,1,0,1,0,0,0
10787,L50786,L,298.0,307.4,1521,40.9,82,0,0,0,0,0,0
10788,L50787,L,301.2,312.7,1658,52.4,196,0,0,0,0,0,0
10789,M20788,M,296.9,307.2,1562,44.6,90,0,0,0,0,0,0
10790,M20789,M,299.9,309.2,1515,19.0,164,0,0,0,0,0,0
10791,H10790,H,298.9,308.4,1610,39.0,13,0,0,0,0,0,0
10792,M20791,M,300.3,310.2,1559,45.6,125,0,0,0,0,0,0
10793,M20792,M,302.9,312.0,1535,26.1,148,0,0,0,0,0,0
10794,M20793,M,302.9,310.6,1526,35.4,207,0,0,0,0,0,0
10795,L50794,L,297.8,306.0,1671,44.2,224,0,0,0,0,0,0
10796,L50795,L,297.7,307.6,1329,35.2,161,0,0,0,0,0,0
10797,M20796,M,298.6,307.2,1392,47.1,182,0,0,0,0,0,0
10798,L50797,L,295.3,305.7,1531,55.4,197,0,0,0,0,0,0
10799,L50798,L,303.4,312.0,1362,40.5,31,0,0,0,0,0,0
10800,L50799,L,303.7,313.4,1550,56.4,222,0,0,0,0,0,0
10801,L50800,L,301.2,311.0,1451,14.8,109,0,0,0,0,0,0
10802,M20801,M,300.5,310.4,1311,44.0,85,0,0,0,0,0,0
10803,L50802,L,298.6,306.0,1653,52.8,199,0,0,0,0,0,0
10804,H10803,H,297.9,307.0,1538,50.1,69,0,0,0,0,0,0
10805,M20804,M,299.1,309.1,1571,34.3,239,0,0,0,0,0,0
10806,L50805,L,299.3,310.3,1699,34.8,217,1,0,0,0,1,0
10807,L50806,L,300.5,309.8,1535,29.8,68,0,0,0,0,0,0
10808,H10807,H,299.3,307.1,1638,36.7,208,1,1,0,0,0,0
10809,L50808,L,301.6,310.0,1512,27.6,101,0,0,0,0,0,0
10810,L50809,L,299.8,310.2,1469,44.0,191,0,0,0,0,0,0
10811,L50810,L,297.3,309.6,1669,25.1,190,0,0,0,0,0,0
10812,L50811,L,300.0,312.1,1593,29.2,77,0,0,0,0,0,0
10813,M20812,M,297.5,308.6,1430,44.3,28,0,0,0,0,0,0
10814,L50813,L,299.3,308.3,1643,43.7,5,0,0,0,0,0,0
10815,L50814,L,300.9,310.9,1584,44.8,18,0,0,0,0,0,0
10816,M20815,M,300.4,310.7,1640,36.7,226,0,0,0,0,0,0
10817,M20816,M,299.5,311.3,1300,35.9,243,0,0,0,0,0,0
10818,M20817,M,300.0,312.0,1557,49.7,187,0,0,0,0,0,0
10819,M20818,M,302.3,312.7,1574,39.5,147,0,0,0,0,0,0
10820,L50819,L,298.5,311.0,1664,18.4,69,0,0,0,0,0,0
10821,L50820,L,300.2,309.6,1420,23.9,209,0,0,0,0,0,0
10822,M20821,M,300.1,309.1,1431,43.1,55,0,0,0,0,0,0
10823,M20822,M,300.4,310.2,1402,67.4,120,0,0,0,0,0,0
10824,L50823,L,298.2,306.4,1510,44.4,24,0,0,0,0,0,0
10825,M20824,M,295.3,305.7,1510,47.6,233,0,0,0,0,0,0
10826,H10825,H,297.7,307.1,1447,32.2,122,0,0,0,0,0,0
10827,M20826,M,297.4,307.3,1453,38.3,79,0,0,0,0,0,0
10828,L50827,L,298.1,306.6,1582,51.8,119,0,0,0,0,0,0
10829,M20828,M,304.2,313.5,1433,27.0,154,0,0,0,0,0,0
10830,L50829,L,298.8,307.6,1343,41.8,30,0,0,0,0,0,0
10831,L50830,L,300.7,313.0,1534,19.3,187,0,0,0,0,0,0
10832,L50831,L,299.5,309.7,1532,48.0,76,0,0,0,0,0,0
10833,M20832,M,300.6,308.9,1731,31.6,146,0,0,0,0,0,0
10834,L50833,L,303.0,310.3,1392,36.3,164,0,0,0,0,0,0
10835,L50834,L,300.4,310.4,1627,35.1,217,0,0,0,0,0,0
10836,M20835,M,299.3,310.1,1633,49.3,146,0,0,0,0,0,0
10837,M20836,M,298.2,306.9,1474,55.2,4,0,0,0,0,0,0
10838,M20837,M,299.4,308.2,1669,15.3,153,0,0,0,0,0,0
10839,M20838,M,303.7,312.4,1678,25.4,146,0,0,0,0,0,0
10840,H10839,H,300.2,310.4,1671,29.0,205,0,0,0,0,0,0
10841,L50840,L,300.1,308.2,1757,58.8,74,0,0,0,0,0,0
10842,M20841,M,296.6,305.7,1469,48.7,193,0,0,0,0,0,0
10843,M20842,M,297.9,308.7,1501,29.8,88,0,0,0,0,0,0
10844,L50843,L,302.2,312.7,1560,39.1,66,0,0,0,0,0,0
10845,L50844,L,298.1,307.5,1553,34.2,174,0,0,0,0,0,0
10846,L50845,L,299.8,311.9,1758,51.7,167,0,0,0,0,0,0
10847,M20846,M,302.6,313.8,1300,46.4,232,0,0,0,0,0,0
10848,L50847,L,300.3,307.3,1720,29.9,95,0,0,0,0,0,0
10849,L50848,L,299.6,307.2,1290,37.7,253,0,0,0,0,0,0
10850,L50849,L,300.7,310.1,1299,41.7,104,0,0,0,0,0,0
10851,M20850,M,300.8,311.0,1737,53.4,60,0,0,0,0,0,0
10852,L50851,L,300.1,311.8,1470,33.9,46,0,0,0,0,0,0
10853,M20852,M,300.7,311.2,1461,26.1,73,0,0,0,0,0,0
10854,M20853,M,302.0,311.4,1594,48.8,165,0,0,0,0,0,0
10855,H10854,H,297.8,307.8,1433,30.1,213,0,0,0,0,0,0
10856,L50855,L,300.5,309.7,1565,56.5,140,0,0,0,0,0,0
10857,H10856,H,300.8,310.1,1623,26.1,107,0,0,0,0,0,0
10858,L50857,L,298.8,310.5,1425,37.0,143,0,0,0,0,0,0
10859,L50858,L,298.3,308.0,1418,27.6,159,0,0,0,0,0,0
10860,L50859,L,298.7,307.2,1436,45.6,40,0,0,0,0,0,0
10861,L50860,L,298.8,310.3,1406,31.6,226,0,0,0,0,0,0
10862,L50861,L,300.3,309.2,1901,58.5,58,0,0,0,0,0,0
10863,M20862,M,300.8,313.8,1250,31.7,27,0,0,0,0,0,0
10864,L50863,L,300.4,313.2,1815,47.9,221,0,0,0,0,0,0
10865,L50864,L,302.7,312.2,1716,36.2,221,0,0,0,0,0,0
10866,M20865,M,300.7,307.5,1462,27.5,168,0,0,0,0,0,0
10867,L50866,L,302.6,313.8,1491,38.2,236,0,0,0,0,0,0
10868,L50867,L,298.3,309.7,1484,31.2,176,0,0,0,0,0,0
10869,L50868,L,299.7,310.2,1433,11.8,183,0,0,0,0,0,0
10870,L50869,L,300.6,310.8,1599,38.4,245,0,0,0,0,0,0
10871,L50870,L,302.8,310.2,1560,36.2,244,0,0,0,0,0,0
10872,L50871,L,301.0,310.1,1389,62.3,241,0,0,0,0,0,0
10873,L50872,L,295.3,305.7,1463,21.0,58,0,0,0,0,0,0
10874,M20873,M,300.5,311.2,1645,49.5,169,0,0,0,0,0,0
10875,L50874,L,298.5,308.8,1471,44.9,202,0,0,0,0,0,0
10876,M20875,M,295.3,305.7,1642,42.0,95,0,0,0,0,0,0
10877,L50876,L,299.1,311.0,1599,40.8,231,0,0,0,0,0,0
10878,M20877,M,298.6,311.9,1382,38.9,105,0,0,0,0,0,0
10879,M20878,M,299.0,308.9,1699,43.3,172,0,0,0,0,0,0
10880,M20879,M,301.2,310.9,1456,25.4,0,0,0,0,0,0,0
10881,L50880,L,302.3,313.8,1784,30.7,96,0,0,0,0,0,0
10882,L50881,L,298.6,307.9,1350,60.0,167,0,0,0,0,0,0
10883,L50882,L,299.3,308.8,1562,34.9,56,0,0,0,0,0,0
10884,L50883,L,299.5,310.6,1719,41.6,203,0,0,0,0,0,0
10885,L50884,L,300.8,312.4,1555,25.8,195,0,0,0,0,0,0
10886,L50885,L,300.3,311.3,1608,30.4,144,0,0,0,0,0,0
10887,L50886,L,298.4,309.0,1329,34.1,61,0,0,0,0,0,0
10888,L50887,L,300.7,310.1,1366,42.4,107,0,0,0,0,0,0
10889,H10888,H,302.0,311.4,1356,49.8,21,0,0,0,0,0,0
10890,L50889,L,297.4,306.6,1601,45.9,86,0,0,0,0,0,0
10891,M20890,M,300.5,308.5,1231,46.6,141,0,0,0,0,0,0
10892,L50891,L,297.4,307.0,1744,40.4,211,0,0,0,0,0,0
10893,L50892,L,301.4,312.2,1494,37.1,244,0,0,0,0,0,0
10894,M20893,M,302.7,311.7,1639,48.7,10,0,0,0,0,0,0
10895,L50894,L,302.2,312.5,1543,42.9,142,0,0,0,0,0,0
10896,L50895,L,298.5,309.6,1621,44.3,55,0,0,0,0,0,0
10897,M20896,M,300.4,309.7,1689,36.1,155,0,0,0,0,0,0
10898,L50897,L,297.3,307.3,1668,43.0,253,1,1,0,0,0,0
10899,M20898,M,302.7,311.8,1459,32.4,193,0,0,0,0,0,0
10900,L50899,L,303.1,313.8,2022,46.3,0,0,0,0,0,0,0
10901,L50900,L,298.1,306.1,1909,27.6,92,1,0,1,0,0,0
10902,L50901,L,299.8,307.8,1506,33.8,54,0,0,0,0,0,0
10903,M20902,M,299.7,309.3,1718,61.0,147,0,0,0,0,0,0
10904,H10903,H,301.8,310.4,1472,26.2,182,0,0,0,0,0,0
10905,M20904,M,297.3,309.0,1633,34.9,192,0,0,0,0,0,0
10906,L50905,L,302.6,313.0,2021,54.5,176,0,0,0,0,0,0
10907,L50906,L,300.4,311.7,1387,59.4,222,0,0,0,0,0,0
10908,L50907,L,302.5,312.6,1532,29.4,63,0,0,0,0,0,0
10909,L50908,L,297.7,307.6,1276,32.5,164,0,0,0,0,0,0
10910,M20909,M,299.1,308.1,1679,28.5,68,0,0,0,0,0,0
10911,M20910,M,298.9,308.7,1355,42.9,107,0,0,0,0,0,0
10912,L50911,L,297.8,308.8,1575,20.9,56,0,0,0,0,0,0
10913,M20912,M,300.1,310.0,1536,45.1,67,0,0,0,0,0,0
10914,H10913,H,301.9,310.7,1465,54.6,42,0,0,0,0,0,0
10915,M20914,M,299.6,311.5,1495,34.6,39,0,0,0,0,0,0
10916,M20915,M,296.9,307.0,1430,39.7,148,0,0,0,0,0,0
10917,L50916,L,301.4,313.5,1647,48.2,63,0,0,0,0,0,0
10918,H10917,H,303.2,311.2,1341,34.6,6,0,0,0,0,0,0
10919,L50918,L,300.5,313.5,1611,35.4,123,0,0,0,0,0,0
10920,L50919,L,300.3,311.2,1799,57.9,145,0,0,0,0,0,0
10921,L50920,L,299.5,311.0,1385,54.3,219,0,0,0,0,0,0
10922,M20921,M,295.3,306.7,1589,32.6,66,0,0,0,0,0,0
10923,M20922,M,300.3,311.6,1680,43.1,162,0,0,0,0,0,0
10924,L50923,L,297.9,306.1,1394,38.6,159,0,0,0,0,0,0
10925,L50924,L,300.0,310.2,1421,37.5,135,0,0,0,0,0,0
10926,L50925,L,297.3,306.4,1411,49.0,174,0,0,0,0,0,0
10927,L50926,L,300.1,310.2,1718,31.6,247,0,0,0,0,0,0
10928,L50927,L,298.3,308.2,1632,48.5,165,0,0,0,0,0,0
10929,M20928,M,302.5,313.7,1791,41.7,177,0,0,0,0,0,0
10930,L50929,L,301.1,310.2,1692,48.9,34,0,0,0,0,0,0
10931,M20930,M,299.1,307.7,1359,17.7,40,0,0,0,0,0,0
10932,H10931,H,296.9,308.1,1746,50.4,63,0,0,0,0,0,0
10933,M20932,M,300.0,310.4,1349,18.3,44,0,0,0,0,0,0
10934,L50933,L,302.4,313.8,1375,61.1,72,0,0,0,0,0,0
10935,L50934,L,301.7,310.7,1417,40.5,0,0,0,0,0,0,0
10936,L50935,L,296.4,306.2,1522,39.5,205,0,0,0,0,0,0
10937,H10936,H,298.4,307.4,1897,50.8,1,0,0,0,0,0,0
10938,M20937,M,299.7,309.6,1678,44.5,173,0,0,0,0,0,0
10939,L50938,L,300.6,308.2,1800,31.8,218,0,0,0,0,0,0
10940,M20939,M,300.5,308.4,1553,45.3,87,0,0,0,0,0,0
10941,L50940,L,302.9,313.5,1534,29.2,211,0,0,0,0,0,0
10942,L50941,L,300.9,310.7,1328,35.8,63,0,0,0,0,0,0
10943,M20942,M,299.8,309.2,1620,24.0,51,0,0,0,0,0,0
10944,L50943,L,298.1,308.2,1224,36.2,229,1,0,1,0,0,0
10945,M20944,M,299.7,308.5,1598,43.7,139,0,0,0,0,0,0
10946,L50945,L,300.9,310.7,1360,39.9,30,0,0,0,0,0,0
10947,L50946,L,300.5,311.6,1327,54.8,64,0,0,0,0,0,0
10948,M20947,M,295.3,307.4,1327,33.6,163,0,0,0,0,0,0
10949,L50948,L,298.5,307.8,1452,31.0,131,0,0,0,0,0,0
10950,L50949,L,295.7,305.7,1447,27.2,207,0,0,0,0,0,0
10951,L50950,L,299.9,313.7,1562,40.6,215,0,0,0,0,0,0
10952,L50951,L,301.1,311.0,1493,64.2,120,0,0,0,0,0,0
10953,L50952,L,295.3,305.7,1622,51.2,72,0,0,0,0,0,0
10954,L50953,L,301.6,312.9,1309,51.2,32,0,0,0,0,0,0
10955,M20954,M,304.4,313.8,1595,35.8,227,0,0,0,0,0,0
10956,M20955,M,300.7,312.4,1393,51.2,234,0,0,0,0,0,0
10957,L50956,L,301.1,311.4,1421,30.3,179,0,0,0,0,0,0
10958,L50957,L,300.2,311.1,1494,51.4,161,0,0,0,0,0,0
10959,L50958,L,299.5,310.3,1472,33.8,138,0,0,0,0,0,0
10960,M20959,M,300.5,312.4,1403,37.8,34,0,0,0,0,0,0
10961,H10960,H,300.1,311.0,1278,36.3,206,1,1,0,0,0,0
10962,L50961,L,297.9,305.7,1315,55.7,129,0,0,0,0,0,0
10963,L50962,L,301.9,310.2,1372,42.4,217,0,0,0,0,0,0
10964,L50963,L,297.7,309.4,1465,38.8,45,0,0,0,0,0,0
10965,L50964,L,298.6,308.0,1429,33.5,137,0,0,0,0,0,0
10966,L50965,L,302.8,313.8,1543,43.5,192,0,0,0,0,0,0
10967,L50966,L,300.9,308.3,1551,46.0,49,0,0,0,0,0,0
10968,L50967,L,296.3,305.7,1668,67.1,92,0,0,0,0,0,0
10969,L50968,L,300.4,310.1,1980,48.7,54,0,0,0,0,0,0
10970,L50969,L,301.7,313.0,1524,26.3,153,0,0,0,0,0,0
10971,L50970,L,300.6,308.1,1793,48.2,2,0,0,0,0,0,0
10972,H10971,H,302.9,313.8,1417,35.9,28,1,0,0,0,1,0
10973,L50972,L,300.3,311.1,1423,25.4,149,0,0,0,0,0,0
10974,L50973,L,298.7,305.7,1572,27.4,169,0,0,0,0,0,0
10975,M20974,M,302.1,312.8,1712,27.7,172,0,0,0,0,0,0
10976,L50975,L,300.5,308.7,1847,33.2,153,0,0,0,0,0,0
10977,H10976,H,300.7,309.6,1600,28.6,44,0,0,0,0,0,0
10978,L50977,L,298.9,307.9,1424,28.2,9,0,0,0,0,0,0
10979,H10978,H,303.0,313.3,1516,44.2,234,0,0,0,0,0,0
10980,L50979,L,303.7,311.1,1467,42.0,18,0,0,0,0,0,0
10981,L50980,L,296.1,306.5,1372,25.3,99,0,0,0,0,0,0
10982,L50981,L,298.7,309.5,1875,32.6,90,0,0,0,0,0,0
10983,L50982,L,297.8,306.9,1358,18.7,111,0,0,0,0,0,0
10984,H10983,H,298.2,306.8,1634,39.5,242,0,0,0,0,0,0
10985,L50984,L,299.6,312.1,1447,36.7,126,0,0,0,0,0,0
10986,L50985,L,298.9,305.9,1672,42.0,222,1,0,1,0,0,0
10987,M20986,M,303.1,311.6,1600,56.2,12,0,0,0,0,0,0
10988,M20987,M,299.8,308.8,1528,32.7,92,0,0,0,0,0,0
10989,L50988,L,297.4,307.1,1514,42.0,107,0,0,0,0,0,0
10990,L50989,L,299.4,308.6,1631,49.9,48,0,0,0,0,0,0
10991,L50990,L,299.0,311.0,1172,37.9,65,0,0,0,0,0,0
10992,L50991,L,298.7,306.5,1477,44.5,238,0,0,0,0,0,0
10993,L50992,L,301.3,313.0,1783,41.3,202,0,0,0,0,0,0
10994,L50993,L,302.7,313.8,1664,38.6,54,0,0,0,0,0,0
10995,M20994,M,297.3,306.6,1407,37.3,20,0,0,0,0,0,0
10996,M20995,M,300.2,312.4,1744,30.1,146,0,0,0,0,0,0
10997,H10996,H,303.4,313.7,1229,37.4,129,0,0,0,0,0,0
10998,L50997,L,301.5,312.6,1635,48.4,11,0,0,0,0,0,0
10999,M20998,M,300.5,311.1,1442,55.8,61,0,0,0,0,0,0
11000,M20999,M,302.0,310.1,1674,38.1,199,0,0,0,0,0,0
11001,L51000,L,300.3,309.8,1814,44.2,51,0,0,0,0,0,0
11002,L51001,L,298.9,309.5,1334,39.0,169,0,0,0,0,0,0
11003,M21002,M,297.8,307.8,1180,40.1,227,0,0,0,0,0,0
11004,L51003,L,300.0,307.3,1677,47.5,34,0,0,0,0,0,0
11005,M21004,M,296.0,305.7,1375,48.2,106,1,0,0,1,0,0
11006,L51005,L,300.9,310.6,1903,30.1,208,0,0,0,0,0,0
11007,M21006,M,295.6,306.3,1624,32.2,62,0,0,0,0,0,0
11008,L51007,L,298.5,310.5,1517,36.7,93,0,0,0,0,0,0
11009,M21008,M,300.5,311.9,1446,52.7,92,0,0,0,0,0,0
11010,L51009,L,299.5,310.3,1605,49.5,20,0,0,0,0,0,0
11011,L51010,L,299.3,310.4,1490,34.7,175,0,0,0,0,0,0
11012,M21011,M,302.2,310.1,1387,49.9,61,1,0,0,0,1,0
11013,L51012,L,301.8,308.9,1358,44.5,12,0,0,0,0,0,0
11014,M21013,M,298.1,307.6,1791,61.8,152,0,0,0,0,0,0
11015,M21014,M,300.6,308.1,1663,49.1,198,0,0,0,0,0,0
11016,M21015,M,297.7,308.4,1266,41.9,184,0,0,0,0,0,0
11017,M21016,M,297.9,307.9,1693,49.7,153,0,0,0,0,0,0
11018,H11017,H,298.7,308.4,1773,48.1,89,0,0,0,0,0,0
11019,L51018,L,299.3,309.7,1357,41.7,173,0,0,0,0,0,0
11020,M21019,M,301.1,312.3,1501,50.7,110,0,0,0,0,0,0
11021,M21020,M,300.7,310.7,1548,40.0,73,0,0,0,0,0,0
11022,L51021,L,297.5,307.0,1629,38.2,87,0,0,0,0,0,0
11023,M21022,M,301.6,311.0,1548,41.3,229,0,0,0,0,0,0
11024,M21023,M,303.9,313.8,1469,50.9,183,0,0,0,0,0,0
11025,L51024,L,301.1,309.9,1565,35.3,222,0,0,0,0,0,0
11026,L51025,L,304.2,313.8,1801,34.4,124,0,0,0,0,0,0
11027,L51026,L,298.4,311.4,1440,35.8,145,0,0,0,0,0,0
11028,L51027,L,299.4,306.7,1413,43.7,163,0,0,0,0,0,0
11029,L51028,L,298.4,307.5,1458,46.5,127,0,0,0,0,0,0
11030,H11029,H,297.7,308.9,2083,43.7,101,0,0,0,0,0,0
11031,M21030,M,303.3,312.8,1626,25.5,23,0,0,0,0,0,0
11032,L51031,L,296.6,308.1,1503,56.5,133,0,0,0,0,0,0
11033,L51032,L,299.7,309.7,1489,29.9,193,0,0,0,0,0,0
11034,M21033,M,299.7,308.7,1660,34.9,223,0,0,0,0,0,0
11035,M21034,M,299.2,309.5,1413,48.6,159,0,0,0,0,0,0
11036,L51035,L,299.6,310.2,1665,28.9,58,0,0,0,0,0,0
11037,H11036,H,299.6,310.5,1612,71.4,30,0,0,0,0,0,0
11038,M21037,M,298.7,309.8,1294,47.2,97,0,0,0,0,0,0
11039,M21038,M,298.1,306.6,1421,71.7,198,0,0,0,0,0,0
11040,L51039,L,298.2,309.3,1567,47.2,65,0,0,0,0,0,0
11041,M21040,M,296.8,307.1,1815,41.9,202,0,0,0,0,0,0
11042,L51041,L,298.2,307.4,1189,28.8,6,0,0,0,0,0,0
11043,L51042,L,302.4,313.8,1588,34.3,67,0,0,0,0,0,0
11044,M21043,M,299.9,312.5,1806,41.5,76,0,0,0,0,0,0
11045,M21044,M,298.5,308.1,1443,43.6,159,0,0,0,0,0,0
11046,L51045,L,298.8,307.4,1337,32.1,90,0,0,0,0,0,0
11047,M21046,M,301.1,310.9,1747,35.0,96,0,0,0,0,0,0
11048,L51047,L,297.1,308.6,1467,31.6,197,0,0,0,0,0,0
11049,H11048,H,300.2,308.5,1598,34.8,48,0,0,0,0,0,0
11050,M21049,M,298.7,310.9,1750,35.4,167,0,0,0,0,0,0
11051,L51050,L,301.0,310.5,1509,37.7,162,0,0,0,0,0,0
11052,L51051,L,300.6,311.6,1667,37.1,122,0,0,0,0,0,0
11053,L51052,L,303.3,313.0,1427,49.9,96,0,0,0,0,0,0
11054,M21053,M,301.7,310.9,1512,49.8,46,0,0,0,0,0,0
11055,L51054,L,298.8,309.2,1625,47.3,48,0,0,0,0,0,0
11056,M21055,M,302.1,308.6,1706,22.3,98,0,0,0,0,0,0
11057,L51056,L,299.2,305.9,1686,34.6,60,0,0,0,0,0,0
11058,M21057,M,304.5,312.3,1777,43.0,69,0,0,0,0,0,0
11059,L51058,L,299.6,312.4,1534,39.6,103,0,0,0,0,0,0
11060,L51059,L,295.3,308.2,1373,46.0,82,0,0,0,0,0,0
11061,H11060,H,301.7,311.1,1433,49.8,45,0,0,0,0,0,0
11062,L51061,L,301.7,310.9,1909,44.7,10,0,0,0,0,0,0
11063,L51062,L,302.7,313.8,1362,49.5,15,0,0,0,0,0,0
11064,L51063,L,300.8,311.1,1446,37.7,229,0,0,0,0,0,0
11065,H11064,H,299.2,307.7,1452,37.2,127,0,0,0,0,0,0
11066,L51065,L,299.5,310.5,1595,23.6,180,0,0,0,0,0,0
11067,L51066,L,302.9,313.8,1620,46.3,43,0,0,0,0,0,0
11068,M21067,M,296.5,308.0,1875,49.7,185,0,0,0,0,0,0
11069,L51068,L,299.9,310.6,2033,51.7,211,1,0,0,1,0,0
11070,L51069,L,301.4,309.6,1513,24.6,232,0,0,0,0,0,0
11071,L51070,L,300.8,312.9,1374,33.7,233,0,0,0,0,0,0
11072,M21071,M,298.8,307.4,1517,44.8,208,0,0,0,0,0,0
11073,H11072,H,302.6,311.6,1508,48.3,203,0,0,0,0,0,0
11074,H11073,H,296.5,305.7,1693,43.9,35,0,0,0,0,0,0
11075,L51074,L,299.8,308.0,1557,42.9,143,0,0,0,0,0,0
11076,M21075,M,299.7,311.6,1539,49.4,155,0,0,0,0,0,0
11077,M21076,M,300.1,311.2,1252,50.5,111,0,0,0,0,0,0
11078,L51077,L,302.0,309.5,1521,24.4,238,0,0,0,0,0,0
11079,L51078,L,297.0,305.8,1926,15.6,98,0,0,0,0,0,0
11080,L51079,L,300.3,311.1,1522,27.9,79,0,0,0,0,0,0
11081,H11080,H,301.2,310.3,1429,49.5,41,0,0,0,0,0,0
11082,M21081,M,299.5,307.5,1726,37.4,36,0,0,0,0,0,0
11083,L51082,L,301.6,311.9,1516,35.1,250,0,0,0,0,0,0
11084,L51083,L,297.1,307.3,1470,39.5,218,0,0,0,0,0,0
11085,L51084,L,299.0,309.4,1496,35.2,193,0,0,0,0,0,0
11086,L51085,L,304.1,313.0,1486,37.8,23,0,0,0,0,0,0
11087,H11086,H,297.0,305.7,1792,46.1,37,0,0,0,0,0,0
11088,L51087,L,302.9,313.8,1536,35.7,225,0,0,0,0,0,0
11089,L51088,L,298.2,308.5,1357,44.5,131,0,0,0,0,0,0
11090,L51089,L,297.6,307.6,1352,38.0,35,0,0,0,0,0,0
11091,L51090,L,298.8,309.6,1598,31.5,204,0,0,0,0,0,0
11092,L51091,L,296.6,306.3,1736,38.7,219,0,0,0,0,0,0
11093,M21092,M,297.4,307.1,1849,27.0,141,0,0,0,0,0,0
11094,L51093,L,298.5,308.7,1336,70.1,113,0,0,0,0,0,0
11095,H11094,H,302.5,312.3,1326,30.6,192,0,0,0,0,0,0
11096,L51095,L,299.3,310.1,1278,33.4,149,0,0,0,0,0,0
